title,vote_average,popularity,genres_clean
Salton Sea,7.0,10.991281,"['drama', 'mystery', 'thriller']"
Metallica: Through the Never,6.7,7.871686,['music']
The Informers,4.4,6.333869,['drama']
Carlos,6.7,1.138383,"['crime', 'drama', 'thriller', 'history']"
I Come with the Rain,5.6,8.266124,"['thriller', 'drama']"
One Man's Hero,9.3,0.910529,"['western', 'action', 'drama', 'history']"
Day of the Dead,6.9,18.025206,"['horror', 'sciencefiction']"
I Am Wrath,4.5,10.144222,"['action', 'crime', 'drama', 'thriller']"
Renaissance,6.7,9.244181,"['action', 'animation', 'sciencefiction']"
Red Sonja,5.0,12.752463,"['adventure', 'fantasy', 'action']"
Red Lights,6.0,22.748174,['thriller']
Superbad,7.0,33.436092,['comedy']
Madea Goes to Jail,6.4,3.107371,"['comedy', 'crime', 'drama']"
Wolves,5.7,7.922639,"['horror', 'action']"
Step Up 2: The Streets,6.5,28.973074,"['music', 'drama', 'romance']"
Hoodwinked!,5.9,23.980329,"['animation', 'comedy', 'family']"
Hotel Rwanda,7.5,28.60542,"['drama', 'history', 'war']"
Hitman,5.9,42.669304,"['action', 'crime', 'drama', 'thriller']"
Black Nativity,5.8,7.180403,"['drama', 'music']"
The Prince,4.6,21.638673,"['thriller', 'action']"
City of Ghosts,5.4,2.64486,['thriller']
The Others,7.4,25.881355,"['horror', 'drama', 'mystery', 'thriller']"
Aliens,7.7,67.66094,"['horror', 'action', 'thriller', 'sciencefiction']"
My Fair Lady,7.4,20.786616,"['drama', 'family', 'music', 'romance']"
I Know What You Did Last Summer,5.6,27.654472,"['horror', 'thriller', 'mystery']"
Let's Be Cops,6.4,70.668923,['comedy']
Sideways,6.9,23.425431,"['comedy', 'drama', 'romance']"
Beerfest,5.8,14.304444,['comedy']
Halloween,7.4,30.301307,"['horror', 'thriller']"
Good Boy!,4.7,3.56033,"['comedy', 'family', 'sciencefiction']"
The Best Man Holiday,6.7,7.210095,['comedy']
Smokin' Aces,6.4,23.491962,"['action', 'comedy', 'crime', 'thriller']"
Saw: The Final Chapter,5.8,36.133536,"['horror', 'crime']"
40 Days and 40 Nights,5.2,14.18136,"['comedy', 'romance']"
A Night at the Roxbury,5.9,12.709227,['comedy']
Beastly,6.0,24.054062,"['drama', 'fantasy', 'romance']"
The Hills Have Eyes,6.1,35.107857,"['horror', 'thriller']"
Dickie Roberts: Former Child Star,5.1,10.149569,['comedy']
"McFarland, USA",7.4,14.023082,['drama']
Lottery Ticket,5.6,9.054803,['comedy']
ATL,6.0,5.422285,['drama']
Pitch Perfect,7.3,32.746486,"['comedy', 'music', 'romance']"
Summer Catch,4.8,3.960098,"['drama', 'comedy', 'romance']"
A Simple Plan,6.9,10.178917,"['drama', 'crime', 'thriller']"
They,4.6,4.544216,"['horror', 'thriller']"
Larry the Cable Guy: Health Inspector,3.3,2.184708,['comedy']
The Adventures of Elmo in Grouchland,6.3,3.09159,['family']
Brooklyn's Finest,6.2,18.790102,"['crime', 'drama', 'thriller']"
55 Days at Peking,6.3,3.321095,"['action', 'drama', 'history']"
Evil Dead,6.4,33.912116,['horror']
My Life in Ruins,5.6,5.787891,"['comedy', 'romance']"
American Dreamz,4.9,7.864011,"['comedy', 'drama', 'family']"
Superman IV: The Quest for Peace,4.1,17.062117,"['action', 'adventure', 'sciencefiction']"
How She Move,3.0,1.782666,['drama']
Running Scared,7.0,19.311572,"['action', 'crime', 'drama', 'thriller']"
Bobby Jones: Stroke of Genius,5.5,2.897449,['drama']
Shanghai Surprise,2.9,0.138564,['adventure']
The Illusionist,7.1,36.960953,"['fantasy', 'drama', 'thriller', 'romance']"
Roar,5.6,1.15641,"['adventure', 'thriller']"
Veronica Guerin,6.8,9.583578,"['drama', 'crime', 'thriller']"
Escobar: Paradise Lost,6.1,25.112567,"['thriller', 'romance']"
Southland Tales,5.2,9.349386,"['action', 'adventure', 'comedy', 'drama', 'sciencefiction', 'thriller']"
Dragon Hunters,6.5,8.884405,"['animation', 'family']"
Damnation Alley,5.0,2.215261,"['action', 'adventure', 'sciencefiction']"
The Apparition,4.5,6.385234,"['horror', 'thriller']"
My Girl,7.0,20.935169,"['comedy', 'drama', 'family']"
Fur: An Imaginary Portrait of Diane Arbus,5.8,4.358255,"['drama', 'mystery', 'romance']"
Wall Street,7.0,24.898687,"['crime', 'drama']"
Sense and Sensibility,7.2,20.898711,"['drama', 'romance']"
Becoming Jane,6.9,18.236284,"['drama', 'romance']"
Sydney White,6.0,10.74648,['comedy']
House of Sand and Fog,7.0,12.102725,['drama']
Dead Poets Society,8.1,55.458584,['drama']
Dumb and Dumber,6.5,35.777067,['comedy']
When Harry Met Sally...,7.3,18.430419,"['comedy', 'romance', 'drama']"
The Verdict,7.4,7.980632,['drama']
Road Trip,5.9,14.759948,"['comedy', 'adventure']"
Varsity Blues,6.0,9.229999,"['comedy', 'drama', 'romance']"
The Artist,7.3,29.943316,"['drama', 'comedy', 'romance']"
The Unborn,4.8,15.788784,"['horror', 'thriller', 'mystery']"
Moonrise Kingdom,7.6,41.083914,"['comedy', 'drama', 'romance']"
The Texas Chainsaw Massacre: The Beginning,5.9,21.380635,['horror']
The Young Messiah,6.4,1.884558,['drama']
The Master of Disguise,3.7,4.382761,"['comedy', 'family']"
Pan's Labyrinth,7.6,90.809408,"['fantasy', 'drama', 'war']"
See Spot Run,4.8,6.579017,"['action', 'comedy', 'family']"
Baby Boy,7.4,7.854989,"['crime', 'drama', 'romance']"
The Roommate,5.3,11.807269,"['thriller', 'drama', 'horror']"
Joe Dirt,5.5,15.976335,"['mystery', 'adventure', 'comedy', 'romance', 'drama']"
Double Impact,5.3,10.484642,"['thriller', 'action', 'crime', 'drama']"
Hot Fuzz,7.4,38.623178,"['crime', 'action', 'comedy']"
The Women,4.6,8.8321,"['comedy', 'drama', 'romance']"
Vicky Cristina Barcelona,6.7,32.758254,"['drama', 'romance']"
Arn: The Knight Templar,6.4,6.091033,"['action', 'adventure', 'drama', 'romance']"
Boys and Girls,5.4,9.119797,"['comedy', 'drama', 'romance']"
White Oleander,7.2,9.423866,['drama']
Jennifer's Body,5.3,32.257414,"['comedy', 'horror']"
Drowning Mona,5.4,3.021835,"['comedy', 'crime', 'mystery']"
Radio Days,7.0,7.612849,"['comedy', 'drama']"
Remember Me,6.9,36.764666,"['drama', 'romance']"
How to Deal,5.7,3.199784,"['drama', 'comedy', 'romance']"
My Stepmother is an Alien,5.3,9.455596,"['comedy', 'sciencefiction']"
Philadelphia,7.6,44.301745,['drama']
The Thirteenth Floor,6.8,19.890428,"['thriller', 'sciencefiction', 'mystery']"
The Cookout,4.6,0.830596,"['comedy', 'drama']"
Meteor,5.1,2.637355,"['action', 'sciencefiction', 'thriller']"
Duets,5.5,2.25453,"['comedy', 'drama', 'music']"
Hollywood Ending,6.4,8.711782,"['comedy', 'drama']"
Detroit Rock City,6.7,5.700333,"['comedy', 'music']"
Highlander,6.8,29.253833,"['adventure', 'action', 'fantasy']"
Things We Lost in the Fire,6.7,8.842869,['drama']
Steel,4.3,2.848727,"['sciencefiction', 'action', 'adventure']"
The Immigrant,6.2,13.832464,"['drama', 'romance']"
The White Countess,6.9,4.488547,"['drama', 'history', 'family', 'romance']"
Trance,6.5,38.802415,"['thriller', 'crime', 'drama', 'mystery']"
Soul Plane,4.7,9.400404,"['romance', 'comedy']"
Welcome to the Sticks,6.8,18.923181,['comedy']
Good,6.3,2.397987,['drama']
Enter the Void,7.2,20.39955,"['fantasy', 'drama']"
Vamps,4.8,7.251897,"['comedy', 'romance', 'horror']"
Hachi: A Dog's Tale,7.7,43.217089,"['drama', 'family']"
Zulu,6.7,14.529496,"['crime', 'drama', 'thriller']"
The Homesman,6.4,20.59148,"['western', 'drama']"
Juwanna Mann,4.2,2.244947,"['comedy', 'drama']"
Ararat,5.7,1.326264,"['war', 'drama']"
Madison,5.3,0.212108,"['action', 'adventure', 'drama']"
Slow Burn,5.5,6.630856,"['mystery', 'crime', 'drama', 'thriller']"
Wasabi,6.2,18.20957,"['drama', 'action', 'comedy']"
Slither,6.3,17.327279,"['comedy', 'horror', 'sciencefiction']"
Beverly Hills Cop,6.8,29.843818,"['action', 'comedy', 'crime']"
Home Alone,7.1,2.186927,"['comedy', 'family']"
Three Men and a Baby,5.8,12.335827,"['family', 'comedy', 'drama']"
Tootsie,6.9,20.818567,"['comedy', 'romance']"
Top Gun,6.7,58.900647,"['action', 'romance', 'war']"
"Crouching Tiger, Hidden Dragon",7.2,45.742254,"['adventure', 'drama', 'action', 'romance']"
American Beauty,7.9,80.878605,['drama']
The King's Speech,7.6,54.053576,"['drama', 'history']"
Twins,5.7,17.638286,['comedy']
The Yellow Handkerchief,6.4,3.803495,"['drama', 'romance']"
The Color Purple,7.7,17.571533,['drama']
Tidal Wave,6.5,4.628525,"['action', 'adventure', 'drama', 'thriller']"
The Imitation Game,8.0,145.364591,"['history', 'drama', 'thriller', 'war']"
Private Benjamin,6.0,12.18838,['comedy']
Coal Miner's Daughter,7.2,3.826685,"['drama', 'music']"
Diary of a Wimpy Kid,5.9,21.095489,"['comedy', 'family']"
Mama,6.0,47.455148,['horror']
National Lampoon's Vacation,7.1,22.838834,"['comedy', 'adventure', 'romance']"
Bad Grandpa,6.0,27.165222,['comedy']
The Queen,6.8,19.113278,['drama']
Beetlejuice,7.1,58.553213,"['fantasy', 'comedy']"
Why Did I Get Married?,6.1,2.005111,"['comedy', 'drama']"
Little Women,7.0,16.418639,"['drama', 'romance']"
The Woman in Black,6.1,43.675191,"['drama', 'horror', 'thriller']"
When a Stranger Calls,5.4,4.688212,"['horror', 'thriller']"
Big Fat Liar,5.6,9.125594,"['comedy', 'family']"
The Deer Hunter,7.8,19.786392,"['drama', 'war']"
Wag the Dog,6.7,13.581966,"['comedy', 'drama']"
The Lizzie McGuire Movie,5.7,11.927667,"['family', 'comedy']"
Snitch,5.8,30.556135,"['thriller', 'drama']"
Krampus,5.9,31.565117,"['horror', 'comedy', 'fantasy']"
The Faculty,6.2,21.535126,"['horror', 'mystery', 'sciencefiction']"
What's Love Got to Do with It,6.9,7.921311,"['drama', 'music']"
Cop Land,6.6,19.284129,"['action', 'crime', 'drama']"
Not Another Teen Movie,5.5,23.423082,['comedy']
End of Watch,7.2,49.517264,"['crime', 'drama', 'thriller']"
The Skulls,5.8,11.375032,"['crime', 'drama', 'thriller']"
The Theory of Everything,7.8,61.182331,"['drama', 'romance']"
Malibu's Most Wanted,4.7,7.314796,"['comedy', 'crime']"
Where the Heart Is,6.9,6.857923,"['comedy', 'drama', 'romance']"
Lawrence of Arabia,7.8,41.286336,"['adventure', 'drama', 'history', 'war']"
Halloween II,5.1,12.929525,['horror']
Wild,7.0,42.952942,['drama']
The Last House on the Left,6.2,19.760383,"['crime', 'thriller', 'horror', 'drama']"
The Wedding Date,6.2,10.194097,"['comedy', 'romance']"
Halloween: Resurrection,4.5,11.045593,"['horror', 'thriller']"
The Princess Bride,7.6,44.533612,"['adventure', 'family', 'fantasy', 'comedy', 'romance']"
The Great Debaters,6.9,10.84158,['drama']
Drive,7.4,49.294864,"['drama', 'action', 'thriller', 'crime']"
Confessions of a Teenage Drama Queen,5.1,7.424798,['comedy']
The Object of My Affection,5.6,5.164281,"['comedy', 'drama', 'romance']"
28 Weeks Later,6.5,34.759855,"['horror', 'thriller', 'sciencefiction']"
When the Game Stands Tall,6.3,7.297757,['drama']
Because of Winn-Dixie,6.1,3.334804,"['comedy', 'drama', 'family']"
Love & Basketball,7.4,2.027393,"['action', 'comedy', 'drama', 'romance']"
Grosse Pointe Blank,6.9,13.817269,"['action', 'comedy', 'thriller', 'romance']"
All About Steve,4.7,13.237835,['comedy']
Book of Shadows: Blair Witch 2,4.3,3.890223,"['mystery', 'thriller', 'horror']"
The Craft,6.3,19.517239,"['drama', 'fantasy', 'horror', 'thriller']"
Match Point,7.3,30.669913,"['drama', 'thriller', 'crime', 'romance']"
Ramona and Beezus,6.1,9.681147,"['comedy', 'family']"
The Remains of the Day,7.5,15.355589,"['drama', 'romance']"
Boogie Nights,7.5,19.85579,['drama']
Nowhere to Run,5.5,11.689337,"['action', 'adventure', 'drama', 'thriller']"
Flicka,6.1,3.043589,['drama']
The Hills Have Eyes 2,5.2,17.141376,"['horror', 'thriller']"
Urban Legends: Final Cut,4.4,8.885017,['horror']
Tuck Everlasting,6.4,4.115398,"['fantasy', 'drama', 'sciencefiction', 'romance', 'family']"
The Marine,5.0,7.679336,"['action', 'adventure', 'drama', 'thriller']"
Keanu,6.0,18.268009,"['action', 'comedy']"
Country Strong,5.9,7.809701,"['drama', 'romance']"
Disturbing Behavior,5.5,9.378688,"['mystery', 'horror', 'sciencefiction']"
The Place Beyond the Pines,6.8,35.395129,"['drama', 'crime']"
The November Man,6.0,45.317278,"['crime', 'action', 'thriller']"
Eye of the Beholder,5.3,4.302941,"['drama', 'mystery', 'thriller']"
The Hurt Locker,7.2,47.006162,"['drama', 'thriller', 'war']"
Firestarter,5.9,11.379652,"['fantasy', 'drama', 'horror', 'action', 'thriller']"
Killing Them Softly,5.8,24.612603,"['crime', 'thriller']"
A Most Wanted Man,6.5,26.708193,['thriller']
Freddy Got Fingered,4.6,8.710294,['comedy']
VeggieTales: The Pirates Who Don't Do Anything,5.9,1.800119,"['adventure', 'animation', 'comedy', 'sciencefiction', 'family']"
U2 3D,6.7,0.335195,"['music', 'documentary']"
Highlander: Endgame,4.4,11.782725,"['action', 'fantasy', 'sciencefiction']"
Idlewild,5.1,2.711955,"['crime', 'drama', 'music']"
One Day,7.0,16.629173,"['drama', 'romance']"
Whip It,6.7,20.05902,['drama']
Knockaround Guys,5.9,8.113634,"['crime', 'thriller']"
Confidence,6.4,9.87419,"['action', 'comedy', 'thriller', 'crime']"
The Muse,5.3,2.857936,"['fantasy', 'comedy']"
De-Lovely,6.3,3.138118,"['drama', 'music']"
New York Stories,6.2,6.684096,"['comedy', 'drama', 'romance']"
Barney's Great Adventure,2.9,0.722911,['family']
The Man with the Iron Fists,5.2,17.672021,['action']
Home Fries,4.8,3.033471,"['drama', 'comedy', 'romance']"
Here On Earth,5.4,3.313257,['romance']
Brazil,7.5,41.089863,"['comedy', 'sciencefiction']"
Raise Your Voice,6.0,10.9071,"['music', 'drama', 'romance']"
The Big Lebowski,7.8,49.230089,"['comedy', 'crime']"
Black Snake Moan,6.6,11.429607,['drama']
Dark Blue,6.5,6.373316,"['action', 'crime', 'drama', 'thriller']"
A Mighty Heart,6.7,9.717392,"['drama', 'thriller']"
Whatever It Takes,5.0,8.074807,"['drama', 'comedy', 'romance']"
Boat Trip,4.7,7.034752,['comedy']
The Importance of Being Earnest,6.7,7.250379,"['comedy', 'drama', 'history', 'romance']"
The Love Letter,4.7,0.116873,"['comedy', 'drama', 'fantasy', 'romance']"
Hoot,5.5,7.712206,"['drama', 'family']"
In Bruges,7.4,25.329493,"['comedy', 'drama', 'crime']"
Peeples,5.6,5.112809,['comedy']
The Rocker,5.6,13.832376,"['comedy', 'music']"
Post Grad,5.0,7.446069,['comedy']
Promised Land,6.0,13.568302,['drama']
Whatever Works,6.8,21.857387,"['comedy', 'romance']"
The In Crowd,4.7,0.249245,['thriller']
The Three Burials of Melquiades Estrada,7.0,12.163832,"['adventure', 'crime', 'drama', 'mystery', 'western']"
Jakob the Liar,6.0,8.962245,"['comedy', 'drama', 'history']"
Kiss Kiss Bang Bang,7.2,32.690038,"['action', 'comedy', 'crime', 'mystery']"
Idle Hands,6.1,8.583217,"['thriller', 'comedy', 'horror']"
Mulholland Drive,7.6,31.60985,"['thriller', 'drama', 'mystery']"
Blood and Chocolate,5.4,12.295216,"['drama', 'fantasy', 'horror', 'romance']"
You Will Meet a Tall Dark Stranger,5.8,12.4654,"['comedy', 'drama', 'romance']"
Never Let Me Go,6.8,30.983397,"['drama', 'romance', 'sciencefiction']"
The Company,7.0,1.485324,['drama']
Transsiberian,6.5,11.428903,"['thriller', 'crime', 'mystery']"
The Clan of the Cave Bear,4.8,5.484679,"['adventure', 'drama']"
Crazy in Alabama,6.5,5.770246,"['comedy', 'drama']"
Funny Games,6.3,15.175289,"['horror', 'thriller', 'crime']"
Listening,5.5,2.414721,"['drama', 'thriller', 'sciencefiction']"
Felicia's Journey,6.6,0.470645,['drama']
Metropolis,8.0,32.351527,"['drama', 'sciencefiction']"
District B13,6.5,17.493735,"['action', 'thriller', 'sciencefiction']"
Things to Do in Denver When You're Dead,6.7,6.932221,"['drama', 'crime']"
The Assassin,6.6,8.142166,"['action', 'drama', 'history']"
Buffalo Soldiers,6.5,6.329672,"['drama', 'comedy', 'war', 'crime', 'thriller']"
The Return,7.4,7.744166,"['thriller', 'drama', 'mystery']"
Ong Bak 2,6.0,9.029489,"['adventure', 'action', 'thriller']"
Centurion,5.9,22.708647,"['adventure', 'action', 'drama']"
Silent Trigger,5.0,2.609057,"['drama', 'action', 'thriller']"
The Midnight Meat Train,6.0,19.913961,"['mystery', 'drama', 'crime', 'thriller', 'horror']"
Winnie Mandela,5.2,1.897761,['drama']
The Son of No One,4.8,7.701186,"['drama', 'thriller', 'crime']"
All The Queen's Men,6.1,1.833058,"['action', 'comedy', 'drama', 'history']"
The Good Night,5.7,12.185204,"['comedy', 'drama', 'romance', 'fantasy', 'music']"
Bathory: Countess of Blood,5.6,2.500218,"['drama', 'fantasy']"
Khumba,5.8,6.459787,"['animation', 'adventure', 'family']"
Automata,5.6,49.808505,"['thriller', 'sciencefiction']"
Dungeons & Dragons: Wrath of the Dragon God,4.8,4.901936,"['action', 'adventure', 'fantasy']"
Chiamatemi Francesco - Il Papa della gente,7.3,0.738646,['drama']
Shinjuku Incident,6.7,5.294319,"['drama', 'action', 'thriller', 'crime']"
Pandaemonium,4.5,0.165367,"['drama', 'foreign']"
Groundhog Day,7.4,52.744331,"['romance', 'fantasy', 'drama', 'comedy']"
Magic Mike XXL,6.3,29.660993,"['comedy', 'drama', 'music']"
Romeo + Juliet,6.7,41.493042,"['drama', 'romance']"
Sarah's Key,7.2,10.072199,"['drama', 'war']"
Freedom,5.8,4.389363,['drama']
Unforgiven,7.7,37.380435,['western']
Manderlay,6.9,7.05145,['drama']
Slumdog Millionaire,7.6,59.258969,"['drama', 'romance']"
Fatal Attraction,6.6,16.742972,"['drama', 'romance', 'thriller']"
Pretty Woman,7.0,45.473484,"['romance', 'comedy']"
Crocodile Dundee II,5.5,15.474831,"['adventure', 'comedy']"
Broken Horses,5.0,4.289676,"['thriller', 'mystery', 'drama', 'crime']"
Born on the Fourth of July,6.7,25.949277,"['drama', 'war']"
Cool Runnings,6.8,22.409117,['comedy']
My Bloody Valentine,5.3,13.706357,"['mystery', 'horror']"
Stomp the Yard,6.1,6.92205,"['drama', 'music']"
The Spy Who Loved Me,6.6,27.17347,"['adventure', 'action', 'thriller']"
Urban Legend,5.6,12.159009,"['horror', 'thriller']"
Good Deeds,6.2,4.448494,"['comedy', 'drama', 'romance']"
White Fang,6.5,13.13724,"['action', 'adventure', 'drama', 'family']"
Superstar,5.1,4.04701,"['comedy', 'family']"
The Iron Lady,6.2,23.3784,"['history', 'drama']"
Jonah: A VeggieTales Movie,6.4,1.446172,"['action', 'adventure', 'animation', 'comedy', 'family', 'fantasy', 'romance']"
Poetic Justice,6.9,3.650857,"['drama', 'romance']"
All About the Benjamins,5.8,5.102258,"['action', 'adventure', 'comedy']"
Vampire in Brooklyn,4.5,6.772615,"['comedy', 'horror', 'romance']"
Exorcist II: The Heretic,4.5,11.543363,"['horror', 'thriller', 'fantasy']"
An American Haunting,5.3,7.436315,"['horror', 'thriller']"
My Boss's Daughter,4.4,14.813614,"['comedy', 'romance']"
A Perfect Getaway,6.2,20.792603,"['thriller', 'mystery', 'adventure']"
Our Family Wedding,5.7,6.733485,['comedy']
Dead Man on Campus,5.6,7.708227,['comedy']
Tea with Mussolini,5.8,2.238646,"['comedy', 'drama', 'war']"
Thinner,5.5,7.866961,"['horror', 'thriller']"
"New York, New York",6.1,3.876242,"['drama', 'music', 'romance']"
Crooklyn,6.7,1.89218,"['comedy', 'drama']"
I Think I Love My Wife,5.0,4.536745,"['comedy', 'romance']"
Jason X,4.5,11.220643,"['horror', 'sciencefiction']"
Bobby,6.4,11.706309,"['history', 'drama']"
Head Over Heels,5.3,4.66723,"['comedy', 'romance']"
Fun Size,5.5,7.487843,['comedy']
The Diving Bell and the Butterfly,7.4,13.65494,['drama']
Little Children,6.9,11.942862,"['romance', 'drama']"
Gossip,5.5,5.833687,"['drama', 'mystery', 'thriller']"
A Walk on the Moon,6.2,6.370267,"['drama', 'romance']"
Catch a Fire,6.4,4.052219,"['action', 'drama', 'thriller']"
Soul Survivors,4.4,3.231848,"['horror', 'mystery', 'thriller']"
Jefferson in Paris,5.2,0.900442,"['drama', 'romance']"
Easy Virtue,6.3,8.387573,"['comedy', 'romance']"
Caravans,5.8,0.633004,"['action', 'adventure', 'drama', 'romance']"
Mr. Turner,6.3,9.242554,"['history', 'drama']"
Wild Grass,5.8,1.866443,"['drama', 'romance']"
Amen.,7.1,5.930533,"['drama', 'history']"
Reign of Assassins,6.7,4.930129,"['history', 'action']"
The Lucky Ones,6.3,8.747922,"['comedy', 'drama', 'history']"
Margaret,6.1,4.898424,['drama']
Stan Helsing,4.0,7.410523,"['comedy', 'horror']"
Flipped,7.4,24.210698,"['romance', 'drama']"
Brokeback Mountain,7.5,44.135568,"['drama', 'romance']"
Clueless,6.9,16.051328,"['comedy', 'drama', 'romance']"
Far from Heaven,6.9,9.982885,"['drama', 'romance']"
Hot Tub Time Machine 2,5.0,16.618874,['comedy']
Quills,6.8,7.261196,['drama']
Seven Psychopaths,6.7,32.306455,"['comedy', 'crime']"
The Caveman's Valentine,6.0,4.722403,"['drama', 'mystery', 'thriller']"
Downfall,7.7,32.445895,"['drama', 'history', 'war']"
The Sea Inside,7.2,17.363739,['drama']
Under the Skin,6.0,29.782161,"['thriller', 'sciencefiction', 'drama']"
"Good Morning, Vietnam",7.1,18.362333,"['comedy', 'drama', 'war']"
The Last Godfather,4.7,0.680753,"['action', 'comedy', 'thriller']"
Justin Bieber: Never Say Never,4.8,6.735922,"['documentary', 'music', 'family']"
Black Swan,7.3,91.285683,"['drama', 'thriller']"
The Godfather: Part II,8.3,105.792936,"['drama', 'crime']"
Save the Last Dance,6.3,9.969624,"['drama', 'family', 'romance', 'music']"
A Nightmare on Elm Street 4: The Dream Master,5.8,17.113408,"['horror', 'thriller']"
Miracles from Heaven,6.7,10.248439,['drama']
"Dude, Where’s My Car?",5.2,25.316146,['comedy']
Young Guns,6.6,9.499325,"['crime', 'action', 'adventure', 'drama', 'western']"
St. Vincent,7.1,43.791745,['comedy']
About Last Night,6.0,11.828068,"['comedy', 'romance']"
10 Things I Hate About You,7.3,54.550275,"['comedy', 'romance', 'drama']"
The New Guy,5.7,13.525704,"['comedy', 'family']"
National Lampoon's Loaded Weapon 1,5.7,12.963328,['comedy']
The Shallows,6.2,60.829621,"['horror', 'drama', 'thriller']"
The Butterfly Effect,7.3,73.307513,"['sciencefiction', 'thriller']"
Snow Day,4.8,7.964289,"['comedy', 'family']"
This Christmas,7.1,2.388918,"['comedy', 'drama']"
Baby Geniuses,3.3,4.580081,"['sciencefiction', 'comedy', 'family']"
The Big Hit,6.1,6.425528,"['action', 'adventure', 'comedy', 'thriller']"
Harriet the Spy,5.7,4.63093,"['comedy', 'drama', 'family']"
Child's Play 2,5.8,16.681567,"['drama', 'horror']"
No Good Deed,5.6,24.656068,"['crime', 'thriller']"
The Mist,6.7,37.104353,"['sciencefiction', 'horror', 'thriller']"
Ex Machina,7.6,95.130041,"['drama', 'sciencefiction']"
Being John Malkovich,7.3,27.546914,"['fantasy', 'drama', 'comedy']"
Two Can Play That Game,6.6,2.27213,"['comedy', 'romance']"
Earth to Echo,5.7,17.371327,"['family', 'adventure', 'sciencefiction']"
Crazy/Beautiful,6.6,6.130096,"['drama', 'romance']"
Letters from Iwo Jima,7.2,24.47248,"['action', 'adventure', 'drama', 'war']"
The Astronaut Farmer,6.2,6.764437,"['adventure', 'comedy', 'drama', 'sciencefiction']"
Woo,5.5,1.750054,"['comedy', 'romance']"
Room,8.1,66.11334,"['drama', 'thriller']"
Dirty Work,6.5,9.066881,['comedy']
Serial Mom,6.4,6.170139,"['comedy', 'crime', 'horror', 'thriller']"
Dick,5.7,4.742537,['comedy']
Light It Up,6.6,1.212956,"['drama', 'thriller']"
54,5.5,11.880899,"['music', 'drama']"
Bubble Boy,5.1,10.131123,"['adventure', 'comedy', 'drama', 'romance']"
Birthday Girl,6.1,5.831302,"['comedy', 'crime', 'thriller']"
21 & Over,5.7,35.522027,['comedy']
"Paris, je t'aime",6.8,10.573191,"['drama', 'romance']"
Resurrecting the Champ,5.9,4.898437,['drama']
Admission,5.4,17.632446,"['comedy', 'drama', 'romance']"
The Widow of Saint-Pierre,6.7,1.780065,"['romance', 'drama']"
Chloe,5.9,26.373864,"['drama', 'thriller', 'mystery']"
Faithful,4.8,1.647335,"['comedy', 'crime', 'drama']"
Find Me Guilty,6.5,12.321302,"['drama', 'action', 'comedy', 'crime']"
The Perks of Being a Wallflower,7.7,43.444135,"['drama', 'romance']"
Excessive Force,4.5,1.279106,['action']
Infamous,6.4,3.680896,['drama']
The Claim,5.6,2.996284,"['drama', 'romance', 'western']"
The Vatican Tapes,4.6,10.475368,"['thriller', 'horror']"
Attack the Block,6.3,30.952377,"['action', 'comedy', 'sciencefiction']"
In the Land of Blood and Honey,5.8,4.267466,"['drama', 'romance', 'war']"
The Call,6.6,34.532418,"['crime', 'thriller']"
Operation Chromite,5.8,6.116436,"['history', 'drama', 'war', 'action']"
The Crocodile Hunter: Collision Course,5.3,1.714972,"['family', 'action', 'adventure']"
I Love You Phillip Morris,6.4,19.664699,"['comedy', 'drama', 'romance']"
Quest for Fire,7.1,6.537986,"['adventure', 'drama']"
Antwone Fisher,6.7,13.349012,"['drama', 'romance']"
The Emperor's Club,6.9,6.796079,"['drama', 'romance']"
True Romance,7.5,35.268557,"['action', 'thriller', 'crime', 'romance']"
Womb,5.9,7.453347,"['romance', 'sciencefiction']"
Glengarry Glen Ross,7.5,13.939054,"['crime', 'drama', 'mystery']"
The Killer Inside Me,6.0,11.892615,"['crime', 'drama', 'thriller']"
Cat People,6.0,5.69872,"['drama', 'fantasy', 'horror', 'thriller']"
Sorority Row,5.4,8.780512,"['horror', 'mystery', 'thriller']"
The Prisoner of Zenda,8.4,4.021389,"['adventure', 'drama', 'romance']"
Lars and the Real Girl,7.1,15.817096,"['comedy', 'romance', 'drama']"
The Boy in the Striped Pyjamas,7.7,34.821223,"['war', 'drama']"
Dancer in the Dark,7.6,22.022228,"['drama', 'crime', 'music']"
Oscar and Lucinda,6.2,0.139384,"['drama', 'romance']"
The Funeral,7.3,2.950618,"['crime', 'drama']"
Solitary Man,5.8,7.497306,"['comedy', 'drama', 'romance']"
Machete,6.3,26.396191,"['action', 'comedy', 'thriller']"
Casino Jack,6.0,6.546037,"['crime', 'comedy', 'drama']"
The Land Before Time,7.0,28.670193,"['animation', 'adventure', 'family']"
Tae Guk Gi: The Brotherhood of War,7.4,9.572705,"['action', 'adventure', 'drama', 'history', 'war']"
The Perfect Game,6.3,0.903529,"['drama', 'family']"
The Exorcist,7.5,47.584643,"['drama', 'horror', 'thriller']"
Jaws,7.5,50.152327,"['horror', 'thriller', 'adventure']"
American Pie,6.4,60.767168,"['comedy', 'romance']"
Ernest & Celestine,7.6,11.103202,"['animation', 'comedy', 'drama', 'family']"
The Golden Child,5.6,15.26213,"['action', 'adventure', 'comedy']"
Think Like a Man,6.9,6.035152,"['comedy', 'romance']"
Barbershop,6.2,10.297189,"['comedy', 'drama']"
